order_id,order_date,city,category,product_name,quantity,unit_price,discount_pct,total_amount,customer_id,return_flag,sales_channel,payment_method
DT-20240176,2024-11-26,Jos,Electronics,USB-C Hub,2,23.84,10,42.91,CUST-0096,Y,Online,Wallet
DT-20240401,2024-11-26,Lagos,Home & Garden,Cookware Set,5,92.73,20,370.92,CUST-0138,N,Online,Card
DT-20240088,2024-11-27,Lagos,Electronics,Smart Watch,3,131.46,20,315.5,CUST-0119,Y,Online,Bank Transfer
DT-20240341,2024-11-27,Abuja,Sports & Outdoors,Water Bottle,3,12.84,0,38.52,CUST-0003,N,In-Store,Wallet
DT-20240440,2024-11-28,Owerri,Electronics,Power Bank,5,21.32,15,90.61,CUST-0042,N,Online,Card
DT-20240048,2024-11-29,Lagos,Electronics,Power Bank,6,19.13,0,114.78,CUST-0008,Y,Online,
DT-20240164,2024-11-29,Lagos,Electronics,Power Bank,1,21.53,10,19.38,CUST-0074,N,In-Store,Bank Transfer
DT-20240292,2024-11-29,Abuja,Electronics,Wireless Headphones,1,49.68,0,49.68,CUST-0039,N,Online,Bank Transfer
DT-20240017,2024-11-30,Jos,Electronics,USB-C Hub,2,24.89,15,42.31,CUST-0026,N,In-Store,
DT-20240272,2024-11-30,Lagos,Electronics,Wireless Headphones,6,49.69,15,253.42,CUST-0112,N,Online,Bank Transfer
DT-20240145,2024-12-03,Ibadan,Food & Drink,Herbal Tea Pack,2,10.18,0,20.36,CUST-0155,N,Marketplace,Card
DT-20240236,2024-12-03,Benin City,Electronics,Power Bank,3,20.55,10,55.49,CUST-0053,N,In-Store,Cash
DT-20240181,2024-12-04,Port Harcourt,Food & Drink,Herbal Tea Pack,3,10.27,0,30.81,CUST-0106,N,Online,Card
DT-20240075,2024-12-05,Kaduna,Beauty & Health,Vitamin C Serum,4,21.97,10,79.09,CUST-0167,Y,In-Store,Card
DT-20240265,2024-12-05,Kano,Sports & Outdoors,Yoga Mat,4,29.41,15,99.99,CUST-0026,N,Online,Card
DT-20240107,2024-12-08,Kaduna,Electronics,USB-C Hub,1,26.17,0,26.17,CUST-0019,N,In-Store,Bank Transfer
DT-20240334,2024-12-08,Abuja,Clothing,Running Shoes,4,64.76,20,207.23,CUST-0062,Y,In-Store,
DT-20240014,2024-12-09,Ibadan,Food & Drink,Protein Powder,4,32.11,10,115.6,CUST-0113,Y,In-Store,Card
DT-20240182,2024-12-09,Kano,Books & Stationery,Notebook A5,2,7.21,5,13.7,CUST-0135,N,Online,Wallet
DT-20240185,2024-12-09,Port Harcourt,Electronics,USB-C Hub,3,25.93,15,66.12,CUST-0123,N,Marketplace,Cash
DT-20240087,2024-12-10,Abuja,Beauty & Health,Vitamin C Serum,2,22.11,0,44.22,CUST-0098,N,Marketplace,Card
DT-20240217,2024-12-10,Enugu,Food & Drink,Herbal Tea Pack,1,10.0,0,10.0,CUST-0077,Y,In-Store,Card
DT-20240418,2024-12-10,Enugu,Clothing,Cotton T-Shirt,3,14.86,0,44.58,CUST-0101,Y,Phone,Card
DT-20240410,2024-12-11,Kano,Food & Drink,Protein Powder,3,30.67,10,82.81,CUST-0171,N,Online,Bank Transfer
DT-20240487,2024-12-11,Enugu,Clothing,Ankara Dress,1,44.7,0,44.7,CUST-0173,N,Online,Card
DT-20240226,2024-12-12,Kano,Beauty & Health,Face Moisturiser,1,19.77,0,19.77,CUST-0037,N,Online,Card
DT-20240297,2024-12-14,Kano,Home & Garden,Cookware Set,6,92.32,0,553.92,CUST-0077,N,Marketplace,Bank Transfer
DT-20240229,2024-12-15,Kaduna,Clothing,Ankara Dress,3,44.72,5,127.45,CUST-0012,N,Phone,Card
DT-20240238,2024-12-15,Lagos,Electronics,Bluetooth Speaker,1,37.49,15,31.87,CUST-0121,Y,Phone,Card
DT-20240374,2024-12-15,Owerri,Clothing,Denim Jeans,2,40.47,15,68.8,CUST-0049,N,Online,Wallet
DT-20240405,2024-12-15,Port Harcourt,Clothing,Denim Jeans,1,39.66,20,31.73,CUST-0142,N,Online,Card
DT-20240485,2024-12-15,Enugu,Electronics,USB-C Hub,2,25.29,20,40.46,CUST-0122,N,In-Store,Card
DT-20240118,2024-12-16,Owerri,Clothing,Running Shoes,2,62.01,0,124.02,CUST-0024,N,Online,Wallet
DT-20240220,2024-12-16,Port Harcourt,Books & Stationery,Fountain Pen,4,16.44,20,52.61,CUST-0114,N,Online,Bank Transfer
DT-20240096,2024-12-17,Lagos,Food & Drink,Coffee Beans 1kg,6,20.18,0,121.08,CUST-0114,N,Online,Bank Transfer
DT-20240452,2024-12-17,Abuja,Clothing,Cotton T-Shirt,2,14.84,0,29.68,CUST-0102,N,In-Store,
DT-20240006,2024-12-18,Port Harcourt,Electronics,Smart Watch,1,132.52,5,125.89,CUST-0176,N,Phone,Wallet
DT-20240198,2024-12-18,Enugu,Food & Drink,Coffee Beans 1kg,2,20.75,0,41.5,CUST-0129,N,Online,Cash
DT-20240211,2024-12-18,Port Harcourt,Clothing,Running Shoes,1,57.82,0,57.82,CUST-0115,N,In-Store,Bank Transfer
DT-20240230,2024-12-18,Owerri,Home & Garden,Throw Blanket,1,32.11,5,30.5,CUST-0167,N,Marketplace,Bank Transfer
DT-20240400,2024-12-18,Ibadan,Clothing,Cotton T-Shirt,1,15.01,20,12.01,CUST-0096,N,Online,Bank Transfer
DT-20240402,2024-12-18,Abuja,Electronics,Power Bank,4,21.04,10,75.74,CUST-0035,N,Online,Card
DT-20240495,2024-12-18,Kaduna,Home & Garden,Table Lamp,4,26.48,10,95.33,CUST-0124,N,In-Store,Card
DT-20240327,2024-12-19,Kaduna,Electronics,Bluetooth Speaker,1,36.65,0,36.65,CUST-0053,N,Online,Cash
DT-20240209,2024-12-20,Kano,Clothing,Running Shoes,2,64.72,0,129.44,CUST-0010,N,Online,Wallet
DT-20240068,2024-12-21,Port Harcourt,Books & Stationery,Fountain Pen,2,16.91,10,30.44,CUST-0170,Y,Phone,Card
DT-20240227,2024-12-21,Owerri,Clothing,Running Shoes,4,57.58,10,207.29,CUST-0095,N,In-Store,Cash
DT-20240266,2024-12-21,Benin City,Books & Stationery,Fountain Pen,6,17.89,5,101.97,CUST-0158,N,Online,Wallet
DT-20240480,2024-12-21,Owerri,Home & Garden,Cookware Set,2,89.37,20,142.99,CUST-0078,N,In-Store,Card
DT-20240039,2024-12-22,Kano,Electronics,USB-C Hub,4,25.73,5,97.77,CUST-0103,N,In-Store,Bank Transfer
DT-20240276,2024-12-22,Ibadan,Home & Garden,Table Lamp,1,25.17,15,21.39,CUST-0022,N,Phone,Card
DT-20240361,2024-12-22,Port Harcourt,Clothing,Running Shoes,2,63.15,5,119.98,CUST-0109,N,In-Store,Cash
DT-20240439,2024-12-22,Port Harcourt,Toys & Games,Building Blocks,2,29.61,10,53.3,CUST-0101,N,In-Store,Cash
DT-20240117,2024-12-23,Ibadan,Books & Stationery,Notebook A5,3,6.94,0,20.82,CUST-0034,N,Marketplace,Wallet
DT-20240082,2024-12-24,Abuja,Clothing,Running Shoes,1,63.65,0,63.65,CUST-0169,N,Online,Card
DT-20240463,2024-12-24,Kano,Clothing,Cotton T-Shirt,1,15.07,5,14.32,CUST-0092,N,Phone,Cash
DT-20240267,2024-12-25,Owerri,Food & Drink,Protein Powder,4,29.97,0,119.88,CUST-0101,N,Phone,Card
DT-20240369,2024-12-26,Lagos,Electronics,Bluetooth Speaker,2,36.79,0,73.58,CUST-0024,N,In-Store,Bank Transfer
DT-20240477,2024-12-26,Abuja,Sports & Outdoors,Hiking Backpack,2,65.21,0,130.42,CUST-0149,N,In-Store,Bank Transfer
DT-20240140,2024-12-29,Owerri,Books & Stationery,Fountain Pen,2,17.71,0,35.42,CUST-0164,N,Online,Card
DT-20240456,2024-12-29,Lagos,Food & Drink,Coffee Beans 1kg,1,19.48,10,17.53,CUST-0106,N,Marketplace,Cash
DT-20240123,2024-12-30,Benin City,Beauty & Health,Face Moisturiser,1,20.2,5,19.19,CUST-0032,N,Phone,Wallet
DT-20240197,2024-12-30,Kaduna,Clothing,Cotton T-Shirt,5,14.59,0,72.95,CUST-0020,N,In-Store,Card
DT-20240434,2024-12-30,Ibadan,Electronics,Wireless Headphones,3,49.83,5,142.02,CUST-0048,N,In-Store,Bank Transfer
DT-20240442,2024-12-30,Lagos,Electronics,Bluetooth Speaker,3,35.81,0,107.43,CUST-0079,N,Phone,Card
DT-20240139,2024-12-31,Kano,Food & Drink,Herbal Tea Pack,2,10.68,0,21.36,CUST-0023,N,Marketplace,Bank Transfer
DT-20240397,2024-12-31,Abuja,Electronics,USB-C Hub,5,24.33,0,121.65,CUST-0114,N,Marketplace,Card
